contact_id,cohort,applicant_status,children,computer_availability,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,ethnicity_simplified,month,weekday
599,2022 Spring - Lehi,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$50k - $75k,Graduate or Professional Degree,,,Asian,2022-01-17 21:24:00,2022,Asian,1,0
600,2022 Spring - Lehi,Assigned Cohort,1.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Bachelor's Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
601,Dead Lead,Non-responsive,1.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),<$15K,Married,$50k - $75k,High School Diploma,,,,2022-01-17 21:24:00,2022,Other,1,0
602,2022 Spring - Lehi,Assigned Cohort,2.0,I do not own a laptop,Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Associates Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
603,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Some College No Degree,,,Would prefer not to answer,2022-01-17 21:24:00,2022,Would prefer not to answer,1,0
604,2022 Spring - Ogden,Assigned Cohort,1.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$35k - $50k,Graduate or Professional Degree,,,Would prefer not to answer,2022-01-17 21:24:00,2022,Would prefer not to answer,1,0
605,2022 Spring - Lehi,Assigned Cohort,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Associates Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
606,2022 Spring - Lehi,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,Bachelor's Degree,,,Hispanic or Latina,2022-01-17 21:24:00,2022,Hispanic or Latina,1,0
607,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,,,Would prefer not to answer,2022-01-17 21:24:00,2022,Would prefer not to answer,1,0
608,2022 Spring - Online,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Single,$15k - $25k,Bachelor's Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
609,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$150k - $200k,Bachelor's Degree,,,,2022-01-17 21:24:00,2022,Other,1,0
610,2022 Spring - Ogden,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Some College No Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
611,2022 Spring - Ogden,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Single,$15k - $25k,Some College No Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
612,2022 Spring - Ogden,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Single,$50k - $75k,Certificate,,,White,2022-01-17 21:24:00,2022,White,1,0
613,2022 Spring - Ogden,Assigned Cohort,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Bachelor's Degree,,,Black or African American,2022-01-17 21:24:00,2022,Black or African American,1,0
614,2022 Spring - Lehi,Assigned Cohort,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Bachelor's Degree,,,,2022-01-17 21:24:00,2022,Other,1,0
615,2022 Spring - Lehi,Assigned Cohort,3.0,Laptop (Mac),Employed full-time (35 hrs+),$15K-$25K,Single,$15k - $25k,Associates Degree,,,White,2022-01-17 21:24:00,2022,White,1,0
616,Dead Lead,Non-responsive,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$35k - $50k,Graduate or Professional Degree,,,,2022-01-17 21:24:00,2022,Other,1,0
617,2022 Spring - Ogden,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$50k - $75k,Bachelor's Degree,,,Asian,2022-01-17 21:24:00,2022,Asian,1,0
618,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Divorced,<$15k,Associates Degree,,,,2022-01-18 13:26:00,2022,Other,1,1
619,2022 Spring - Online,Assigned Cohort,1.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Separated,$100k - $150k,Bachelor's Degree,,,,2022-01-18 16:11:00,2022,Other,1,1
620,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Bachelor's Degree,checked,,,2022-01-19 17:58:00,2022,Other,1,2
621,2022 Spring - Online,Assigned Cohort,1.0,Laptop (PC),Employed part-time (under 20 hrs),$25K-$35K,Married,$35k - $50k,Bachelor's Degree,,,,2022-01-22 05:56:00,2022,Other,1,5
622,Dead Lead,Dead lead,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,High School Diploma,,,Hispanic or Latina,2022-01-22 18:45:00,2022,Hispanic or Latina,1,5
623,Dead Lead,Non-responsive,4.0,Laptop (PC),Employed part-time (under 20 hrs),I do not currently work outside the home.,Married,<$15k,Certificate,checked,,Black or African American,2022-01-23 12:58:00,2022,Black or African American,1,6
624,Dead Lead,Non-responsive,3.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$25k - $35k,High School Diploma,,,Hispanic or Latina,2022-01-24 08:26:00,2022,Hispanic or Latina,1,0
625,Dead Lead,Non-responsive,5.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$250k+,Bachelor's Degree,,,,2022-01-24 09:10:00,2022,Other,1,0
626,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Married,$35k - $50k,High School Diploma,,,,2022-01-24 09:13:00,2022,Other,1,0
627,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,High School Diploma,,,,2022-01-24 11:01:00,2022,Other,1,0
628,Dead Lead,Declined Attending,3.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,Bachelor's Degree,,,,2022-01-24 14:04:00,2022,Other,1,0
629,Dead Lead,Non-responsive,2.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Single,<$15k,Some College No Degree,,,,2022-01-24 15:07:00,2022,Other,1,0
630,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$35K-$50K,Single,$35k - $50k,Some College No Degree,checked,checked,Black or African American,2022-01-25 14:42:00,2022,Black or African American,1,1
631,2022 Spring - Online,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,High School Diploma,,,White,2022-01-25 19:35:00,2022,White,1,1
632,2022 Spring - Online,Assigned Cohort,0.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,High School Diploma,,,Hispanic or Latina,2022-01-25 21:36:00,2022,Hispanic or Latina,1,1
633,Dead Lead,Declined Attending,2.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,Bachelor's Degree,,,Black or African American,2022-01-26 03:46:00,2022,Black or African American,1,2
634,2022 Spring - Online,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2022-01-29 19:57:00,2022,White,1,5
635,Dead Lead,Non-responsive,4.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,Bachelor's Degree,,,,2022-02-01 17:02:00,2022,Other,2,1
636,2022 Spring - Online,Assigned Cohort,3.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Divorced,$25k - $35k,High School Diploma,,,White,2022-02-02 12:46:00,2022,White,2,2
637,Dead Lead,Non-responsive,1.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Divorced,$35k - $50k,High School Diploma,,,White,2022-02-03 13:41:00,2022,White,2,3
639,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,High School Diploma,checked,,,2022-02-03 21:57:00,2022,Other,2,3
640,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Bachelor's Degree,,,Would prefer not to answer,2022-02-06 15:04:00,2022,Would prefer not to answer,2,6
641,Dead Lead,Non-responsive,0.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Divorced,<$15k,Some College No Degree,,,,2022-02-07 11:38:00,2022,Other,2,0
642,2022 Spring - Online,Assigned Cohort,5.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,High School Diploma,,,White,2022-02-09 14:25:00,2022,White,2,2
643,Dead Lead,Non-responsive,0.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,High School Diploma,,,,2022-02-09 18:35:00,2022,Other,2,2
644,Dead Lead,Non-responsive,4.0,Laptop (Mac),"No, currently not employed outside the home",<$15K,Married,$75k - $100k,Bachelor's Degree,,,,2022-02-10 12:29:00,2022,Other,2,3
645,2022 Spring - Online,Assigned Cohort,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Bachelor's Degree,,,Hispanic or Latina,2022-02-11 21:13:00,2022,Hispanic or Latina,2,4
647,2022 Spring - Online,Assigned Cohort,4.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,,,White,2022-02-17 17:30:00,2022,White,2,3
648,2022 Spring - Online,Assigned Cohort,0.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Single,$35k - $50k,High School Diploma,,,White,2022-02-24 13:02:00,2022,White,2,3
649,2022 Spring - Online,Assigned Cohort,6.0,I do not own a laptop,Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,High School Diploma,,,White,2022-02-24 17:35:00,2022,White,2,3
650,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$100k - $150k,Bachelor's Degree,,,White,2022-03-02 16:48:00,2022,White,3,2
651,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$100K+,Married,$100k - $150k,Graduate or Professional Degree,,,White,2022-03-02 18:57:00,2022,White,3,2
652,2022 Spring - Online,Assigned Cohort,3.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Married,$75k - $100k,High School Diploma,,,White,2022-03-04 19:14:00,2022,White,3,4
653,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Other,<$15k,Some College No Degree,,,"White,American Indian or Alaska Native",2022-03-07 02:27:00,2022,Other,3,0
654,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Some College No Degree,,,White,2022-03-10 11:11:00,2022,White,3,3
655,Dead Lead,Declined Attending,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$250k+,Bachelor's Degree,,,White,2022-03-11 22:09:00,2022,White,3,4
656,2022 Spring - Online,Assigned Cohort,3.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Divorced,$25k - $35k,Bachelor's Degree,,,White,2022-03-12 12:57:00,2022,White,3,5
657,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,Bachelor's Degree,,,White,2022-03-12 18:21:00,2022,White,3,5
658,2022 Spring - Online,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$100k - $150k,Some College No Degree,,,White,2022-03-12 18:40:00,2022,White,3,5
659,Dead Lead,Non-responsive,5.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Divorced,<$15k,Associates Degree,,,Native Hawaiian or Other Pacific Islander,2022-03-14 15:53:00,2022,Native Hawaiian or Other Pacific Islander,3,0
660,Dead Lead,Dead lead,3.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Divorced,$35k - $50k,Some College No Degree,,checked,Hispanic or Latina,2022-03-15 00:04:00,2022,Hispanic or Latina,3,1
661,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,,,Hispanic or Latina,2022-03-16 08:54:00,2022,Hispanic or Latina,3,2
662,Waitlist - Online,Deferred Application,0.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$25k - $35k,Some College No Degree,,,Hispanic or Latina,2022-03-16 09:43:00,2022,Hispanic or Latina,3,2
663,2022 Spring - SLCC,Assigned Cohort,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$50k - $75k,High School Diploma,,,Hispanic or Latina,2022-03-16 10:29:00,2022,Hispanic or Latina,3,2
664,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Separated,$35k - $50k,Certificate,,,Black or African American,2022-03-16 18:31:00,2022,Black or African American,3,2
665,Dead Lead,Non-responsive,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,High School Diploma,,,Hispanic or Latina,2022-03-16 21:36:00,2022,Hispanic or Latina,3,2
666,Dead Lead,Dead lead,4.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Single,$15k - $25k,Some College No Degree,,,Hispanic or Latina,2022-03-17 12:09:00,2022,Hispanic or Latina,3,3
667,Dead Lead,Non-responsive,2.0,Laptop (PC),Employed full-time (35 hrs+),$100K+,Married,$150k - $200k,Some College No Degree,,,White,2022-03-18 08:36:00,2022,White,3,4
668,Dead Lead,Non-responsive,5.0,Laptop (Mac),Employed part-time (under 20 hrs),$15K-$25K,Married,$100k - $150k,Bachelor's Degree,,,White,2022-03-19 20:17:00,2022,White,3,5
669,Dead Lead,Non-responsive,3.0,Laptop (Mac),Employed part-time (under 20 hrs),<$15K,Married,$50k - $75k,High School Diploma,,,White,2022-03-21 08:25:00,2022,White,3,0
670,2022 Spring - SLCC,Assigned Cohort,1.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$50k - $75k,Associates Degree,checked,,Hispanic or Latina,2022-03-22 11:47:00,2022,Hispanic or Latina,3,1
671,Dead Lead,Non-responsive,0.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Divorced,$35k - $50k,Bachelor's Degree,,,White,2022-03-22 12:40:00,2022,White,3,1
672,Dead Lead,Declined Attending,4.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Separated,$35k - $50k,Some College No Degree,,,White,2022-03-22 15:10:00,2022,White,3,1
673,Dead Lead,Non-responsive,3.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$75k - $100k,Bachelor's Degree,,,White,2022-03-23 17:07:00,2022,White,3,2
674,Dead Lead,Non-responsive,4.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Single,$25k - $35k,High School Diploma,,,White,2022-03-24 22:42:00,2022,White,3,3
675,2022 Spring - SLCC,Assigned Cohort,0.0,I do not own a laptop,Employed full-time (35 hrs+),$15K-$25K,Single,$15k - $25k,Some College No Degree,,,White,2022-03-25 16:54:00,2022,White,3,4
676,Dead Lead,Non-responsive,4.0,Laptop (PC),Employed part-time (under 20 hrs),I do not currently work outside the home.,Divorced,<$15k,Certificate,,,White,2022-03-28 12:11:00,2022,White,3,0
677,Dead Lead,Non-responsive,3.0,I do not own a laptop,"No, currently not employed outside the home",I do not currently work outside the home.,Single,<$15k,High School Diploma,,,White,2022-03-28 13:25:00,2022,White,3,0
678,2022 Spring - SLCC,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$200k - $250k,Bachelor's Degree,,,Hispanic or Latina,2022-03-28 19:55:00,2022,Hispanic or Latina,3,0
679,2022 Spring - SLCC,Assigned Cohort,3.0,Laptop (PC),"No, currently not employed outside the home",$25K-$35K,Single,$35k - $50k,Bachelor's Degree,,,White,2022-03-29 14:15:00,2022,White,3,1
680,2022 Spring - SLCC,Assigned Cohort,3.0,Laptop (Mac),Employed full-time (35 hrs+),$75K-$100K,Married,$250k+,Graduate or Professional Degree,,,"White,American Indian or Alaska Native",2022-03-29 16:34:00,2022,Other,3,1
681,Dead Lead,Non-responsive,1.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Single,$15k - $25k,Some College No Degree,,,Hispanic or Latina,2022-03-30 00:12:00,2022,Hispanic or Latina,3,2
682,2022 Spring - SLCC,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$50k - $75k,Bachelor's Degree,,,Black or African American,2022-03-31 21:03:00,2022,Black or African American,3,3
683,Dead Lead,Declined Attending,4.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Married,$50k - $75k,Certificate,,,White,2022-04-02 10:45:00,2022,White,4,5
685,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$15k - $25k,Some College No Degree,,,White,2022-04-03 16:56:00,2022,White,4,6
688,Dead Lead,Declined Attending,2.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$100k - $150k,Graduate or Professional Degree,,,White,2022-04-06 18:05:00,2022,White,4,2
689,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Single,$25k - $35k,Certificate,,,Would prefer not to answer,2022-04-07 21:10:00,2022,Would prefer not to answer,4,3
690,2022 Spring - SLCC,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Single,$75k - $100k,Bachelor's Degree,,,White,2022-04-08 11:49:00,2022,White,4,4
692,Dead Lead,Non-responsive,3.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Associates Degree,,,White,2022-04-12 20:56:00,2022,White,4,1
693,Dead Lead,Dead lead,1.0,I do not own a laptop,Employed part-time (under 20 hrs),$15K-$25K,Divorced,$15k - $25k,High School Diploma,,,White,2022-04-13 11:22:00,2022,White,4,2
694,Dead Lead,Declined Attending,4.0,Laptop (Mac),"No, currently not employed outside the home",<$15K,Married,$35k - $50k,Bachelor's Degree,,,Black or African American,2022-04-13 13:35:00,2022,Black or African American,4,2
695,2022 Spring - SLCC,Assigned Cohort,4.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$75k - $100k,Graduate or Professional Degree,,,White,2022-04-14 11:00:00,2022,White,4,3
696,Dead Lead,Declined Attending,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$75k - $100k,Bachelor's Degree,,,White,2022-04-16 20:48:00,2022,White,4,5
697,2022 Spring - SLCC,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Domestic Partnership,$35k - $50k,Associates Degree,,,"Black or African American,Hispanic or Latina",2022-04-17 22:45:00,2022,Other,4,6
698,Waitlist - Online,Deferred Application,1.0,Laptop (PC),Employed part-time (under 20 hrs),<$15K,Separated,<$15k,Bachelor's Degree,,,Hispanic or Latina,2022-04-17 22:48:00,2022,Hispanic or Latina,4,6
699,2022 Spring - SLCC,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$50K-$75K,Divorced,$50k - $75k,High School Diploma,,,Hispanic or Latina,2022-04-18 12:17:00,2022,Hispanic or Latina,4,0
700,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed full-time (35 hrs+),I do not currently work outside the home.,Divorced,$25k - $35k,High School Diploma,checked,,White,2022-04-19 15:13:00,2022,White,4,1
702,Dead Lead,Declined Attending,6.0,Laptop (PC),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,,,White,2022-04-21 11:34:00,2022,White,4,3
703,Dead Lead,Non-responsive,2.0,I do not own a laptop,Employed almost full-time (up to 35 hrs),$15K-$25K,Divorced,$15k - $25k,Some College No Degree,,,"Hispanic or Latina,White",2022-04-22 12:58:00,2022,"Hispanic or Latina,White",4,4
704,Waitlist - Salt Lake,Deferred Application,2.0,Laptop (Mac),Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,Associates Degree,checked,,Hispanic or Latina,2022-04-24 09:52:00,2022,Hispanic or Latina,4,6
705,Dead Lead,Declined Attending,3.0,Laptop (PC),Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,High School Diploma,,,White,2022-04-25 11:06:00,2022,White,4,0
706,2022 Spring - SLCC,Assigned Cohort,2.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Divorced,$35k - $50k,Graduate or Professional Degree,,,Hispanic or Latina,2022-04-26 09:32:00,2022,Hispanic or Latina,4,1
707,2022 Spring - SLCC,Assigned Cohort,1.0,Laptop (PC),Employed full-time (35 hrs+),$75K-$100K,Married,$100k - $150k,Bachelor's Degree,,,Hispanic or Latina,2022-04-26 18:11:00,2022,Hispanic or Latina,4,1
708,2022 Spring - SLCC,Assigned Cohort,0.0,Laptop (Mac),Employed almost full-time (up to 35 hrs),$35K-$50K,Single,$35k - $50k,Bachelor's Degree,,,White,2022-05-01 11:29:00,2022,White,5,6
709,2022 Spring - SLCC,Assigned Cohort,2.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$25k - $35k,Bachelor's Degree,,,American Indian or Alaska Native,2022-05-04 10:02:00,2022,American Indian or Alaska Native,5,2
710,2022 Spring - SLCC,Assigned Cohort,3.0,Laptop (Mac),"No, currently not employed outside the home",I do not currently work outside the home.,Married,$35k - $50k,Some College No Degree,checked,,White,2022-05-04 15:11:00,2022,White,5,2
711,Dead Lead,Non-responsive,3.0,Laptop (PC),Employed full-time (35 hrs+),$25K-$35K,Married,$75k - $100k,High School Diploma,,,White,2022-05-05 14:13:00,2022,White,5,3
712,Dead Lead,Non-responsive,2.0,Laptop (PC),"No, currently not employed outside the home",<$15K,Married,$50k - $75k,High School Diploma,,,White,2022-05-05 15:19:00,2022,White,5,3
713,2022 Spring - SLCC,Assigned Cohort,0.0,Laptop (PC),Employed almost full-time (up to 35 hrs),$25K-$35K,Married,$100k - $150k,Some College No Degree,checked,,White,2022-05-05 18:09:00,2022,White,5,3
714,2022 Spring - SLCC,Assigned Cohort,1.0,Laptop (PC),"No, currently not employed outside the home",$15K-$25K,Other,$15k - $25k,High School Diploma,,,White,2022-05-08 08:17:00,2022,White,5,6
715,2022 Spring - SLCC,Assigned Cohort,2.0,Laptop (PC),Employed full-time (35 hrs+),$15K-$25K,Married,$15k - $25k,Some College No Degree,,,White,2022-05-10 10:00:00,2022,White,5,1
717,2022 Summer - Online,Assigned Cohort,2.0,Laptop (Mac),Employed full-time (35 hrs+),$35K-$50K,Divorced,$35k - $50k,Bachelor's Degree,,,White,2022-05-14 15:34:00,2022,White,5,5
