contact_id,cohort,applicant_status,children,employment_status,salary_range,relationship_and_marital_status,household_income,education_level,lgbtqi_identity,veteran_status,race_ethnicity,create_date,year,month,weekday,day,has_computer,accepted,quarter,is_weekend,computer_availability_I do not own a laptop,computer_availability_Laptop (Mac),computer_availability_Laptop (PC),computer_availability_Not Specified,employment_simplified_Full-time,employment_simplified_Not Employed,employment_simplified_Not Specified,employment_simplified_Part-time,education_category_Advanced Degree,education_category_Bachelor,education_category_High School,education_category_Some College,income_band_Other,race_simplified_Asian,race_simplified_Black/African American,race_simplified_Hispanic/Latino,race_simplified_Multiracial/Other,race_simplified_Native American/Pacific Islander,race_simplified_White only,children_category_No Children,children_category_One Child,children_category_2-3 Children,children_category_4+ Children,"ethnicity_simplified_""Some other race, ethnicity, or origin""",ethnicity_simplified_American Indian or Alaska Native,"ethnicity_simplified_American Indian or Alaska Native,White",ethnicity_simplified_Asian,ethnicity_simplified_Black or African American,ethnicity_simplified_Hispanic or Latina,"ethnicity_simplified_Hispanic or Latina,White",ethnicity_simplified_Native Hawaiian or Other Pacific Islander,ethnicity_simplified_Other,ethnicity_simplified_White,ethnicity_simplified_Would prefer not to answer
64,2020 Fall - Ogden,Assigned Cohort,1.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Some College No Degree,Not Specified,Not Specified,White,2021-01-19 08:53:00,2021,1,1,19,1,1,1,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
65,2020 Fall - Ogden,Assigned Cohort,3.0,Employed part-time (under 20 hrs),<$15K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-01-23 10:50:00,2021,1,5,23,1,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
66,2021 Fall - Tech-Moms Ogden,Assigned Cohort,5.0,Employed part-time (under 20 hrs),<$15K,Single,<$15k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-01-24 15:59:00,2021,1,6,24,1,1,1,1,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
67,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Some College No Degree,Not Specified,Not Specified,White,2021-01-26 09:48:00,2021,1,1,26,1,0,1,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
68,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,Asian,2021-01-28 13:46:00,2021,1,3,28,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
69,Dead Lead,Dead lead,3.0,Not Specified,I do not currently work outside the home.,Separated,$50k - $75k,Some College No Degree,Not Specified,Not Specified,White,2021-02-01 18:07:00,2021,2,0,1,0,0,1,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
70,Dead Lead,Dead lead,2.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$35k - $50k,Some College No Degree,Not Specified,Not Specified,White,2021-02-02 10:54:00,2021,2,1,2,1,0,1,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
71,2021 Fall - Tech-Moms Ogden,Assigned Cohort,3.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Married,$50k - $75k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-02-04 15:49:00,2021,2,3,4,1,1,1,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
72,2021 Fall - Tech-Moms Ogden,Assigned Cohort,3.0,Not Specified,Not Specified,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2021-02-10 20:39:00,2021,2,2,10,1,1,1,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
73,Dead Lead,Declined Attending,3.0,Employed part-time (under 20 hrs),$25K-$35K,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,Hispanic or Latina,2021-02-10 21:27:00,2021,2,2,10,1,0,1,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
74,Dead Lead,Dead lead,3.0,Not Specified,Not Specified,Single,<$15k,High School Diploma,Not Specified,Not Specified,White,2021-02-10 23:54:00,2021,2,2,10,1,0,1,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
75,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Employed full-time (35 hrs+),$50K-$75K,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2021-02-11 09:28:00,2021,2,3,11,1,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
76,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,High School Diploma,Not Specified,Not Specified,Native Hawaiian or Other Pacific Islander,2021-02-13 23:06:00,2021,2,5,13,1,1,1,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
77,Dead Lead,Dead lead,2.0,Not Specified,Not Specified,Separated,<$15k,High School Diploma,Not Specified,Not Specified,White,2021-02-14 07:01:00,2021,2,6,14,1,0,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
78,Dead Lead,Dead lead,2.0,Not Specified,I do not currently work outside the home.,Married,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,"""Some other race, ethnicity, or origin""",2021-02-15 13:13:00,2021,2,0,15,1,0,1,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
79,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Not Specified,$25K-$35K,Single,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,White,2021-02-17 10:27:00,2021,2,2,17,1,1,1,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
80,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Employed part-time (under 20 hrs),$25K-$35K,Married,$35k - $50k,Bachelor's Degree,Not Specified,Not Specified,"Hispanic or Latina,White",2021-02-25 14:07:00,2021,2,3,25,1,1,1,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
81,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Not Specified,Not Specified,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-07 13:07:00,2021,3,6,7,0,1,1,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
82,Dead Lead,Dead lead,1.0,Employed full-time (35 hrs+),$25K-$35K,Separated,$25k - $35k,Bachelor's Degree,Not Specified,Not Specified,Black or African American,2021-03-09 11:53:00,2021,3,1,9,0,0,1,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
83,Dead Lead,Dead lead,2.0,Employed part-time (under 20 hrs),$25K-$35K,Domestic Partnership,$100k - $150k,Associates Degree,Not Specified,Not Specified,White,2021-03-11 21:12:00,2021,3,3,11,0,0,1,0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
84,Dead Lead,Dead lead,4.0,Not Specified,I do not currently work outside the home.,Married,$250k+,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-03-12 11:40:00,2021,3,4,12,0,0,1,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
85,Dead Lead,Non-responsive,2.0,Employed full-time (35 hrs+),$15K-$25K,Married,$35k - $50k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-03-12 20:06:00,2021,3,4,12,0,0,1,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
86,Dead Lead,Non-responsive,2.0,Not Specified,I do not currently work outside the home.,Single,$15k - $25k,Associates Degree,Not Specified,Not Specified,White,2021-03-13 09:58:00,2021,3,5,13,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
87,Dead Lead,Non-responsive,1.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$15k - $25k,Certificate,Not Specified,Not Specified,Hispanic or Latina,2021-03-13 11:53:00,2021,3,5,13,1,0,1,1,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
88,Dead Lead,Dead lead,2.0,Not Specified,Not Specified,Married,$100k - $150k,Some College No Degree,Not Specified,Not Specified,Hispanic or Latina,2021-03-13 11:53:00,2021,3,5,13,1,0,1,1,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
89,Dead Lead,Dead lead,1.0,Employed full-time (35 hrs+),$75K-$100K,Domestic Partnership,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,Not Specified,2021-03-13 11:53:00,2021,3,5,13,1,0,1,1,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
90,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Employed almost full-time (up to 35 hrs),$15K-$25K,Single,$25k - $35k,Some College No Degree,Not Specified,Not Specified,White,2021-03-14 18:34:00,2021,3,6,14,0,1,1,1,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
91,Dead Lead,Dead lead,3.0,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-03-15 14:19:00,2021,3,0,15,0,0,1,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
92,Dead Lead,Non-responsive,1.0,Not Specified,I do not currently work outside the home.,Married,$15k - $25k,Bachelor's Degree,Not Specified,Not Specified,Not Specified,2021-03-16 21:58:00,2021,3,1,16,0,0,1,0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
93,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Employed part-time (under 20 hrs),<$15K,Separated,<$15k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-18 12:31:00,2021,3,3,18,0,1,1,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
94,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Employed full-time (35 hrs+),$25K-$35K,Married,$35k - $50k,Some College No Degree,Not Specified,Not Specified,"Black or African American,Native Hawaiian or Other Pacific Islander",2021-03-19 00:59:00,2021,3,4,19,1,1,1,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
95,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Employed full-time (35 hrs+),Not Specified,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-20 06:14:00,2021,3,5,20,0,1,1,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
96,Dead Lead,Non-responsive,1.0,Employed full-time (35 hrs+),$75K-$100K,Single,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-20 07:46:00,2021,3,5,20,0,0,1,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
97,Dead Lead,Declined Attending,3.0,Employed full-time (35 hrs+),$75K-$100K,Single,$75k - $100k,High School Diploma,Not Specified,Not Specified,White,2021-03-20 10:01:00,2021,3,5,20,0,0,1,1,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
98,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Employed full-time (35 hrs+),$35K-$50K,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,Not Specified,2021-03-20 12:26:00,2021,3,5,20,1,1,1,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
99,Dead Lead,Non-responsive,4.0,Not Specified,I do not currently work outside the home.,Domestic Partnership,$35k - $50k,Some College No Degree,Not Specified,Not Specified,White,2021-03-20 12:31:00,2021,3,5,20,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
100,Dead Lead,Declined Attending,3.0,Employed almost full-time (up to 35 hrs),<$15K,Married,$15k - $25k,Associates Degree,Not Specified,Not Specified,Not Specified,2021-03-20 12:55:00,2021,3,5,20,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
101,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Not Specified,Not Specified,Married,$50k - $75k,Graduate or Professional Degree,Not Specified,Not Specified,Not Specified,2021-03-20 13:19:00,2021,3,5,20,0,1,1,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
102,2021 Fall - Tech-Moms Ogden,Assigned Cohort,2.0,Not Specified,I do not currently work outside the home.,Married,<$15k,Graduate or Professional Degree,Not Specified,Not Specified,Asian,2021-03-20 14:23:00,2021,3,5,20,0,1,1,1,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
103,Dead Lead,Declined Attending,2.0,Employed part-time (under 20 hrs),<$15K,Married,$100k - $150k,Doctoral Degree,Not Specified,Not Specified,White,2021-03-20 14:52:00,2021,3,5,20,0,0,1,1,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
104,2021 Fall - Tech-Moms Ogden,Assigned Cohort,1.0,Not Specified,I do not currently work outside the home.,Married,$50k - $75k,Certificate,Not Specified,Not Specified,White,2021-03-20 15:28:00,2021,3,5,20,0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
105,Dead Lead,Non-responsive,1.0,Not Specified,Not Specified,Single,<$15k,High School Diploma,Not Specified,Not Specified,Not Specified,2021-03-20 15:54:00,2021,3,5,20,0,0,1,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
106,Dead Lead,Declined Attending,2.0,Not Specified,Not Specified,Married,$50k - $75k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-20 18:06:00,2021,3,5,20,0,0,1,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
107,Dead Lead,Dead lead,3.0,Employed full-time (35 hrs+),$35K-$50K,Married,$75k - $100k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-20 18:28:00,2021,3,5,20,0,0,1,1,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
108,Dead Lead,Declined Attending,1.0,Not Specified,Not Specified,Single,$25k - $35k,Associates Degree,Not Specified,Not Specified,White,2021-03-20 22:29:00,2021,3,5,20,0,0,1,1,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
109,Dead Lead,Non-responsive,5.0,Not Specified,$50K-$75K,Married,$100k - $150k,Bachelor's Degree,Not Specified,Not Specified,White,2021-03-20 23:45:00,2021,3,5,20,0,0,1,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
110,Dead Lead,Declined Attending,2.0,Not Specified,Not Specified,Married,$75k - $100k,Graduate or Professional Degree,Not Specified,Not Specified,White,2021-03-21 08:01:00,2021,3,6,21,0,0,1,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
111,Dead Lead,Deferred Application,1.0,Employed full-time (35 hrs+),$35K-$50K,Single,$35k - $50k,Associates Degree,Not Specified,Not Specified,Black or African American,2021-03-21 13:59:00,2021,3,6,21,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
